URL,Scan Date,Score,Meets Minimum Standard,Conformance Level Violation,Violations,Incomplete,Passes,Inapplicable
https://www.philhealth.gov.ph/,"6/14/2026, 11:56:27 PM",86,passed,AA,2,4,24,41
