URL,Scan Date,Score,Meets Minimum Standard,Conformance Level Violation,Violations,Incomplete,Passes,Inapplicable
https://www.psaserbilis.com.ph/BirthCertificate,"6/14/2026, 11:36:27 PM",74,failed,A,3,1,16,48
