URL,Scan Date,Score,Meets Minimum Standard,Conformance Level Violation,Violations,Incomplete,Passes,Inapplicable
https://www.pna.gov.ph/,"6/15/2026, 12:22:46 AM",82,failed,A,3,1,26,38
