URL,Scan Date,Score,Meets Minimum Standard,Conformance Level Violation,Violations,Incomplete,Passes,Inapplicable
https://www.bir.gov.ph/eServices,"6/15/2026, 1:54:45 AM",66,failed,A,5,1,22,37
